target_name,object_type,date,x_au,y_au,z_au,dist_from_sun_au
Neptune,planet,07/23/1868,28.490515,8.854523,-0.83858,29.846528
Neptune,planet,11/20/1868,28.373966,9.21655,-0.843338,29.845234
Neptune,planet,03/20/1869,28.252711,9.577051,-0.847957,29.843837
Neptune,planet,07/18/1869,28.126777,9.935954,-0.852437,29.842342
Neptune,planet,11/15/1869,27.996201,10.29318,-0.856777,29.840759
Neptune,planet,03/15/1870,27.861011,10.648636,-0.860977,29.839079
Neptune,planet,07/13/1870,27.721278,11.002256,-0.865036,29.837346
Neptune,planet,11/10/1870,27.577029,11.353976,-0.868954,29.835556
Neptune,planet,03/10/1871,27.428321,11.703726,-0.872733,29.833733
Neptune,planet,07/08/1871,27.275211,12.051447,-0.87637,29.831905
Neptune,planet,11/05/1871,27.117746,12.397108,-0.879867,29.830095
Neptune,planet,03/04/1872,26.955963,12.740637,-0.883222,29.828306
Neptune,planet,07/02/1872,26.789928,13.082007,-0.886438,29.826581
Neptune,planet,10/30/1872,26.619673,13.421176,-0.889512,29.824926
Neptune,planet,02/27/1873,26.445235,13.758108,-0.892446,29.823354
Neptune,planet,06/27/1873,26.266671,14.092755,-0.895238,29.821891
Neptune,planet,10/25/1873,26.084001,14.42511,-0.897889,29.820548
Neptune,planet,02/22/1874,25.897261,14.755115,-0.900399,29.819327
Neptune,planet,06/22/1874,25.706485,15.082748,-0.902766,29.818243
Neptune,planet,10/20/1874,25.511709,15.407983,-0.904991,29.817315
Neptune,planet,02/17/1875,25.312936,15.730778,-0.907074,29.81652
Neptune,planet,06/17/1875,25.110222,16.051102,-0.909013,29.815892
Neptune,planet,10/15/1875,24.903565,16.36893,-0.910809,29.815416
Neptune,planet,02/12/1876,24.69299,16.684225,-0.91246,29.815092
Neptune,planet,06/11/1876,24.478519,16.996936,-0.913967,29.814914
Neptune,planet,10/09/1876,24.260171,17.307055,-0.915328,29.814893
Neptune,planet,02/06/1877,24.037946,17.614515,-0.916544,29.814997
Neptune,planet,06/06/1877,23.811873,17.919286,-0.917612,29.815233
Neptune,planet,10/04/1877,23.581961,18.221324,-0.918533,29.815587
Neptune,planet,02/01/1878,23.348205,18.520581,-0.919306,29.816032
Neptune,planet,06/01/1878,23.110639,18.816989,-0.91993,29.816555
Neptune,planet,09/29/1878,22.869264,19.110514,-0.920404,29.817144
Neptune,planet,01/27/1879,22.624091,19.401076,-0.920728,29.817763
Neptune,planet,05/27/1879,22.375144,19.688611,-0.9209,29.818393
Neptune,planet,09/24/1879,22.122451,19.973059,-0.920922,29.819021
Neptune,planet,01/22/1880,21.866014,20.254338,-0.92079,29.819601
Neptune,planet,05/21/1880,21.605894,20.532366,-0.920507,29.820128
Neptune,planet,09/18/1880,21.342117,20.807077,-0.920071,29.820579
Neptune,planet,01/16/1881,21.07473,21.078396,-0.919482,29.82094
Neptune,planet,05/16/1881,20.803789,21.346228,-0.918742,29.821187
Neptune,planet,09/13/1881,20.529363,21.610533,-0.917849,29.82134
Neptune,planet,01/11/1882,20.2515,21.871222,-0.916805,29.82137
Neptune,planet,05/11/1882,19.970283,22.128243,-0.91561,29.821296
Neptune,planet,09/08/1882,19.685793,22.381541,-0.914266,29.821128
Neptune,planet,01/06/1883,19.398082,22.63108,-0.912772,29.820874
Neptune,planet,05/06/1883,19.107248,22.876795,-0.911131,29.820544
Neptune,planet,09/03/1883,18.813354,23.118677,-0.909342,29.820168
Neptune,planet,01/01/1884,18.516474,23.356684,-0.907406,29.819757
Neptune,planet,04/30/1884,18.216676,23.590782,-0.905326,29.819321
Neptune,planet,08/28/1884,17.914046,23.820963,-0.903101,29.818902
Neptune,planet,12/26/1884,17.608623,24.047205,-0.900732,29.8185
Neptune,planet,04/25/1885,17.300488,24.269481,-0.89822,29.818139
Neptune,planet,08/23/1885,16.989699,24.487787,-0.895566,29.81784
Neptune,planet,12/21/1885,16.676305,24.702112,-0.892771,29.817621
Neptune,planet,04/20/1886,16.360362,24.912424,-0.889834,29.81748
Neptune,planet,08/18/1886,16.041937,25.118734,-0.886758,29.817459
Neptune,planet,12/16/1886,15.721056,25.32102,-0.883541,29.81755
Neptune,planet,04/15/1887,15.397776,25.519269,-0.880185,29.817768
Neptune,planet,08/13/1887,15.072148,25.713468,-0.876692,29.818126
Neptune,planet,12/11/1887,14.744196,25.90362,-0.873058,29.818637
Neptune,planet,04/09/1888,14.413972,26.089684,-0.869289,29.819287
Neptune,planet,08/07/1888,14.081512,26.27167,-0.86538,29.820102
Neptune,planet,12/05/1888,13.746848,26.449554,-0.861335,29.821077
Neptune,planet,04/04/1889,13.410001,26.62331,-0.857152,29.822197
Neptune,planet,08/02/1889,13.07103,26.792924,-0.852832,29.823479
Neptune,planet,11/30/1889,12.729934,26.958372,-0.848377,29.824902
Neptune,planet,03/30/1890,12.386761,27.119619,-0.843784,29.826457
Neptune,planet,07/28/1890,12.041541,27.276631,-0.839055,29.82813
Neptune,planet,11/25/1890,11.6943,27.429391,-0.83419,29.829918
Neptune,planet,03/25/1891,11.345066,27.577827,-0.829189,29.831772
Neptune,planet,07/23/1891,10.993894,27.721917,-0.824052,29.833696
Neptune,planet,11/20/1891,10.640812,27.861605,-0.81878,29.835656
Neptune,planet,03/19/1892,10.285867,27.99684,-0.813375,29.837622
Neptune,planet,07/17/1892,9.929131,28.127565,-0.807834,29.839573
Neptune,planet,11/14/1892,9.570647,28.253749,-0.802161,29.841499
Neptune,planet,03/14/1893,9.210486,28.375317,-0.796356,29.843355
Neptune,planet,07/12/1893,8.848732,28.49224,-0.79042,29.845143
Neptune,planet,11/09/1893,8.485459,28.604478,-0.784356,29.846849
Neptune,planet,03/09/1894,8.120738,28.711991,-0.778162,29.848456
Neptune,planet,07/07/1894,7.754681,28.81475,-0.771844,29.849968
Neptune,planet,11/04/1894,7.387348,28.912746,-0.765399,29.851392
Neptune,planet,03/04/1895,7.018838,29.005951,-0.758833,29.852724
Neptune,planet,07/02/1895,6.649237,29.094353,-0.752145,29.853969
Neptune,planet,10/30/1895,6.278631,29.17797,-0.745337,29.855162
Neptune,planet,02/27/1896,5.907087,29.256775,-0.738411,29.856286
Neptune,planet,06/26/1896,5.534703,29.33079,-0.731369,29.857379
Neptune,planet,10/24/1896,5.161545,29.400018,-0.724212,29.858451
Neptune,planet,02/21/1897,4.787673,29.46447,-0.716941,29.859518
Neptune,planet,06/21/1897,4.413181,29.524144,-0.709559,29.860588
Neptune,planet,10/19/1897,4.038116,29.579079,-0.702067,29.861701
Neptune,planet,02/16/1898,3.662544,29.629267,-0.694465,29.862852
Neptune,planet,06/16/1898,3.286527,29.674727,-0.686756,29.864064
Neptune,planet,10/14/1898,2.910126,29.715486,-0.67894,29.865363
Neptune,planet,02/11/1899,2.533374,29.751546,-0.671019,29.86675
Neptune,planet,06/11/1899,2.156349,29.782922,-0.662994,29.868241
Neptune,planet,10/09/1899,1.779082,29.809638,-0.654865,29.869859
Neptune,planet,02/06/1900,1.401619,29.831702,-0.646635,29.87161
Neptune,planet,06/06/1900,1.024005,29.849116,-0.638302,29.873496
Neptune,planet,10/04/1900,0.646286,29.861912,-0.629871,29.875545
Neptune,planet,02/01/1901,0.268481,29.870077,-0.621339,29.877745
Neptune,planet,06/01/1901,-0.109353,29.873624,-0.612709,29.880107
Neptune,planet,09/29/1901,-0.487188,29.872556,-0.603982,29.882633
Neptune,planet,01/27/1902,-0.865002,29.866878,-0.595157,29.885328
Neptune,planet,05/27/1902,-1.242746,29.85656,-0.586238,29.888163
Neptune,planet,09/24/1902,-1.620392,29.841624,-0.577221,29.891159
Neptune,planet,01/22/1903,-1.997905,29.822033,-0.568112,29.89428
Neptune,planet,05/22/1903,-2.375244,29.79777,-0.558908,29.897513
Neptune,planet,09/19/1903,-2.75235,29.768826,-0.549612,29.900845
Neptune,planet,01/17/1904,-3.129203,29.73517,-0.540225,29.904249
Neptune,planet,05/16/1904,-3.505719,29.696771,-0.530747,29.907691
Neptune,planet,09/13/1904,-3.881846,29.653613,-0.521181,29.911154
Neptune,planet,01/11/1905,-4.257519,29.605678,-0.511528,29.914616
Neptune,planet,05/11/1905,-4.632657,29.552925,-0.50179,29.918033
Neptune,planet,09/08/1905,-5.007175,29.495368,-0.491969,29.921407
Neptune,planet,01/06/1906,-5.381006,29.432983,-0.482066,29.924707
Neptune,planet,05/06/1906,-5.754052,29.365767,-0.472084,29.927917
Neptune,planet,09/03/1906,-6.126223,29.293728,-0.462025,29.93103
Neptune,planet,01/01/1907,-6.497446,29.216883,-0.451891,29.934049
Neptune,planet,05/01/1907,-6.867624,29.135228,-0.441685,29.936948
Neptune,planet,08/29/1907,-7.236673,29.04881,-0.431408,29.939755
Neptune,planet,12/27/1907,-7.604522,28.957641,-0.421064,29.942462
Neptune,planet,04/25/1908,-7.971092,28.861749,-0.410653,29.945075
Neptune,planet,08/23/1908,-8.336291,28.761173,-0.400179,29.947604
Neptune,planet,12/21/1908,-8.700078,28.655952,-0.389642,29.950071
Neptune,planet,04/20/1909,-9.062361,28.546111,-0.379046,29.952471
Neptune,planet,08/18/1909,-9.423087,28.431699,-0.368392,29.954829
Neptune,planet,12/16/1909,-9.782194,28.312765,-0.357681,29.957168
Neptune,planet,04/15/1910,-10.139632,28.189323,-0.346917,29.95948
Neptune,planet,08/13/1910,-10.495329,28.061441,-0.336099,29.961799
Neptune,planet,12/11/1910,-10.849255,27.929148,-0.325232,29.964135
Neptune,planet,04/10/1911,-11.201355,27.792486,-0.314314,29.966505
Neptune,planet,08/08/1911,-11.551574,27.651492,-0.303349,29.968916
Neptune,planet,12/06/1911,-11.899891,27.506223,-0.292338,29.971405
Neptune,planet,04/04/1912,-12.246255,27.356689,-0.281282,29.97396
Neptune,planet,08/02/1912,-12.59063,27.202946,-0.270183,29.976611
Neptune,planet,11/30/1912,-12.932985,27.045028,-0.259042,29.979372
Neptune,planet,03/30/1913,-13.273299,26.882954,-0.24786,29.982247
Neptune,planet,07/28/1913,-13.611519,26.716762,-0.236639,29.985243
Neptune,planet,11/25/1913,-13.947643,26.54648,-0.225379,29.988383
Neptune,planet,03/25/1914,-14.281631,26.372115,-0.214083,29.991653
Neptune,planet,07/23/1914,-14.613451,26.19369,-0.20275,29.995057
Neptune,planet,11/20/1914,-14.943077,26.011228,-0.191384,29.998603
Neptune,planet,03/20/1915,-15.270487,25.824716,-0.179983,30.002268
Neptune,planet,07/18/1915,-15.59562,25.634176,-0.168552,30.006045
Neptune,planet,11/15/1915,-15.918457,25.439604,-0.15709,30.009922
Neptune,planet,03/14/1916,-16.238945,25.241003,-0.145599,30.013876
Neptune,planet,07/12/1916,-16.557018,25.038363,-0.134082,30.017869
Neptune,planet,11/09/1916,-16.872632,24.831714,-0.122539,30.021904
Neptune,planet,03/09/1917,-17.185716,24.621034,-0.110974,30.02593
Neptune,planet,07/07/1917,-17.4962,24.40635,-0.099388,30.029932
Neptune,planet,11/04/1917,-17.804006,24.187682,-0.087785,30.033885
Neptune,planet,03/04/1918,-18.109078,23.96504,-0.076165,30.037771
Neptune,planet,07/02/1918,-18.41131,23.73846,-0.064532,30.041554
Neptune,planet,10/30/1918,-18.71065,23.507984,-0.052889,30.045242
Neptune,planet,02/27/1919,-19.007018,23.273647,-0.041236,30.048812
Neptune,planet,06/27/1919,-19.300338,23.035488,-0.029579,30.052248
Neptune,planet,10/25/1919,-19.590541,22.793579,-0.017918,30.055563
Neptune,planet,02/22/1920,-19.877576,22.547953,-0.006255,30.058746
Neptune,planet,06/21/1920,-20.161361,22.298677,0.005405,30.061794
Neptune,planet,10/19/1920,-20.441849,22.045816,0.017063,30.064722
Neptune,planet,02/16/1921,-20.718996,21.78943,0.028715,30.067539
Neptune,planet,06/16/1921,-20.992737,21.529569,0.040359,30.070234
Neptune,planet,10/14/1921,-21.263033,21.266324,0.051993,30.072842
Neptune,planet,02/11/1922,-21.529849,20.999736,0.063615,30.075362
Neptune,planet,06/11/1922,-21.793139,20.729879,0.075225,30.077807
Neptune,planet,10/09/1922,-22.052862,20.456825,0.086817,30.080192
Neptune,planet,02/06/1923,-22.309014,20.180632,0.098395,30.082548
Neptune,planet,06/06/1923,-22.561536,19.901357,0.109952,30.084863
Neptune,planet,10/04/1923,-22.810423,19.619076,0.12149,30.087178
Neptune,planet,02/01/1924,-23.055651,19.333844,0.133005,30.089504
Neptune,planet,05/31/1924,-23.297201,19.045708,0.144498,30.09185
Neptune,planet,09/28/1924,-23.53505,18.75475,0.155966,30.094245
Neptune,planet,01/26/1925,-23.769207,18.461,0.167408,30.096707
Neptune,planet,05/26/1925,-23.999643,18.164516,0.178824,30.099244
Neptune,planet,09/23/1925,-24.226349,17.865345,0.19021,30.101872
Neptune,planet,01/21/1926,-24.449335,17.563533,0.201568,30.104623
Neptune,planet,05/21/1926,-24.668573,17.259098,0.212896,30.107479
Neptune,planet,09/18/1926,-24.884061,16.952099,0.224191,30.11047
Neptune,planet,01/16/1927,-25.095794,16.642547,0.235454,30.113596
Neptune,planet,05/16/1927,-25.303751,16.330464,0.246682,30.116851
Neptune,planet,09/13/1927,-25.507902,16.015881,0.257876,30.120226
Neptune,planet,01/11/1928,-25.708246,15.698816,0.269032,30.12373
Neptune,planet,05/10/1928,-25.904729,15.379277,0.280149,30.127324
Neptune,planet,09/07/1928,-26.097324,15.057299,0.291228,30.131004
Neptune,planet,01/05/1929,-26.285991,14.732902,0.302262,30.134749
Neptune,planet,05/05/1929,-26.470683,14.406098,0.313254,30.138528
Neptune,planet,09/02/1929,-26.651335,14.076942,0.324198,30.142314
Neptune,planet,12/31/1929,-26.827918,13.745459,0.335094,30.146096
Neptune,planet,04/30/1930,-27.000362,13.411694,0.34594,30.149838
Neptune,planet,08/28/1930,-27.168611,13.075695,0.356731,30.153516
Neptune,planet,12/26/1930,-27.332631,12.737533,0.367469,30.15713
Neptune,planet,04/25/1931,-27.492357,12.39724,0.378147,30.160641
Neptune,planet,08/23/1931,-27.647745,12.054906,0.388768,30.164047
Neptune,planet,12/21/1931,-27.798755,11.710592,0.399325,30.167337
Neptune,planet,04/19/1932,-27.945357,11.364359,0.409819,30.170508
Neptune,planet,08/17/1932,-28.087492,11.016292,0.420247,30.173539
Neptune,planet,12/15/1932,-28.225159,10.666464,0.430607,30.176456
Neptune,planet,04/14/1933,-28.358312,10.314941,0.440898,30.179236
Neptune,planet,08/12/1933,-28.486931,9.961807,0.451117,30.181888
Neptune,planet,12/10/1933,-28.611003,9.607147,0.461264,30.184425
Neptune,planet,04/09/1934,-28.730515,9.251015,0.471336,30.18685
Neptune,planet,08/07/1934,-28.845441,8.893506,0.481332,30.189164
Neptune,planet,12/05/1934,-28.955793,8.53469,0.491251,30.191393
Neptune,planet,04/04/1935,-29.061558,8.174636,0.501091,30.193541
Neptune,planet,08/02/1935,-29.162726,7.813416,0.510852,30.195613
Neptune,planet,11/30/1935,-29.259316,7.451119,0.520531,30.197644
Neptune,planet,03/29/1936,-29.351327,7.087784,0.530128,30.199638
Neptune,planet,07/27/1936,-29.438763,6.7235,0.539643,30.201613
Neptune,planet,11/24/1936,-29.521638,6.358321,0.549072,30.20359
Neptune,planet,03/24/1937,-29.599977,5.992303,0.558418,30.205598
Neptune,planet,07/22/1937,-29.673767,5.625501,0.567677,30.207631
Neptune,planet,11/19/1937,-29.743054,5.257976,0.57685,30.209739
Neptune,planet,03/19/1938,-29.807837,4.889759,0.585936,30.211922
Neptune,planet,07/17/1938,-29.868134,4.52089,0.594934,30.214199
Neptune,planet,11/14/1938,-29.923953,4.151424,0.603843,30.216584
Neptune,planet,03/14/1939,-29.975318,3.781365,0.612662,30.219096
Neptune,planet,07/12/1939,-30.02221,3.41076,0.621391,30.221722
Neptune,planet,11/09/1939,-30.064644,3.039631,0.630027,30.224479
Neptune,planet,03/08/1940,-30.102618,2.668001,0.638571,30.227366
Neptune,planet,07/06/1940,-30.136101,2.295887,0.647021,30.230354
Neptune,planet,11/03/1940,-30.165089,1.92334,0.655374,30.233448
Neptune,planet,03/03/1941,-30.189558,1.550368,0.663631,30.236625
Neptune,planet,07/01/1941,-30.209474,1.177019,0.671788,30.239857
Neptune,planet,10/29/1941,-30.224809,0.803341,0.679844,30.243125
Neptune,planet,02/26/1942,-30.235549,0.429373,0.687798,30.246419
Neptune,planet,06/26/1942,-30.241638,0.055165,0.695647,30.249688
Neptune,planet,10/24/1942,-30.243067,-0.319207,0.703391,30.25293
Neptune,planet,02/21/1943,-30.239805,-0.693694,0.711025,30.256117
Neptune,planet,06/21/1943,-30.231827,-1.068228,0.71855,30.259227
Neptune,planet,10/19/1943,-30.219109,-1.442719,0.725963,30.262237
Neptune,planet,02/16/1944,-30.201655,-1.817116,0.733263,30.265154
Neptune,planet,06/15/1944,-30.179427,-2.191331,0.740448,30.267937
Neptune,planet,10/13/1944,-30.152431,-2.565287,0.747517,30.27059
Neptune,planet,02/10/1945,-30.120671,-2.9389,0.754469,30.273109
Neptune,planet,06/10/1945,-30.084129,-3.312111,0.7613,30.275476
Neptune,planet,10/08/1945,-30.042822,-3.684811,0.768013,30.277696
Neptune,planet,02/05/1946,-29.996759,-4.056945,0.774604,30.279769
Neptune,planet,06/05/1946,-29.945949,-4.42843,0.781073,30.281693
Neptune,planet,10/03/1946,-29.890397,-4.799178,0.787419,30.283461
Neptune,planet,01/31/1947,-29.830148,-5.169121,0.793641,30.285102
Neptune,planet,05/31/1947,-29.765198,-5.53819,0.799738,30.2866
Neptune,planet,09/28/1947,-29.695588,-5.906299,0.80571,30.287976
Neptune,planet,01/26/1948,-29.621348,-6.273384,0.811556,30.289243
Neptune,planet,05/25/1948,-29.542507,-6.639389,0.817276,30.290413
Neptune,planet,09/22/1948,-29.459091,-7.004227,0.822868,30.29149
Neptune,planet,01/20/1949,-29.37116,-7.367855,0.828335,30.292515
Neptune,planet,05/20/1949,-29.278735,-7.730215,0.833673,30.29349
Neptune,planet,09/17/1949,-29.181859,-8.091253,0.838884,30.294438
Neptune,planet,01/15/1950,-29.080583,-8.450916,0.843967,30.295389
Neptune,planet,05/15/1950,-28.974936,-8.809189,0.848921,30.29636
Neptune,planet,09/12/1950,-28.864955,-9.166003,0.853749,30.297362
Neptune,planet,01/10/1951,-28.750683,-9.521349,0.858446,30.298429
Neptune,planet,05/10/1951,-28.632149,-9.875197,0.863016,30.299575
Neptune,planet,09/07/1951,-28.509361,-10.227518,0.867456,30.300796
Neptune,planet,01/05/1952,-28.382368,-10.578286,0.871766,30.302127
Neptune,planet,05/04/1952,-28.251154,-10.927492,0.875946,30.303549
Neptune,planet,09/01/1952,-28.115742,-11.275096,0.879994,30.305067
Neptune,planet,12/30/1952,-27.976132,-11.621066,0.883911,30.306673
Neptune,planet,04/29/1953,-27.832329,-11.965391,0.887693,30.308367
Neptune,planet,08/27/1953,-27.684312,-12.308008,0.891343,30.310109
Neptune,planet,12/25/1953,-27.5321,-12.648886,0.894856,30.311905
Neptune,planet,04/24/1954,-27.375675,-12.987977,0.898232,30.313726
Neptune,planet,08/22/1954,-27.21503,-13.325225,0.901472,30.315543
Neptune,planet,12/20/1954,-27.050181,-13.660561,0.904571,30.317346
Neptune,planet,04/19/1955,-26.881119,-13.993946,0.907532,30.319115
Neptune,planet,08/17/1955,-26.707849,-14.325293,0.910352,30.320817
Neptune,planet,12/15/1955,-26.530387,-14.654542,0.91303,30.322445
Neptune,planet,04/13/1956,-26.34875,-14.98163,0.915566,30.323986
Neptune,planet,08/11/1956,-26.162936,-15.30648,0.917958,30.325405
Neptune,planet,12/09/1956,-25.972994,-15.629014,0.920208,30.326709
Neptune,planet,04/08/1957,-25.778933,-15.949179,0.922312,30.32788
Neptune,planet,08/06/1957,-25.580783,-16.266893,0.924273,30.328906
Neptune,planet,12/04/1957,-25.378578,-16.582078,0.926088,30.329774
Neptune,planet,04/03/1958,-25.172366,-16.894687,0.927758,30.3305
Neptune,planet,08/01/1958,-24.962163,-17.204631,0.929283,30.331048
Neptune,planet,11/29/1958,-24.748037,-17.511852,0.930663,30.331443
Neptune,planet,03/29/1959,-24.530028,-17.816287,0.931898,30.331679
Neptune,planet,07/27/1959,-24.308173,-18.11788,0.932987,30.331754
Neptune,planet,11/24/1959,-24.082543,-18.41655,0.933932,30.331674
Neptune,planet,03/23/1960,-23.853187,-18.712271,0.934731,30.331457
Neptune,planet,07/21/1960,-23.62016,-19.004969,0.935387,30.331102
Neptune,planet,11/18/1960,-23.383527,-19.294598,0.9359,30.330624
Neptune,planet,03/18/1961,-23.143363,-19.581126,0.936268,30.330057
Neptune,planet,07/16/1961,-22.899703,-19.864509,0.936496,30.329394
Neptune,planet,11/13/1961,-22.652637,-20.144705,0.93658,30.328671
Neptune,planet,03/13/1962,-22.402218,-20.4217,0.936523,30.327913
Neptune,planet,07/11/1962,-22.148502,-20.695469,0.936326,30.327138
Neptune,planet,11/08/1962,-21.89155,-20.965981,0.935988,30.326364
Neptune,planet,03/08/1963,-21.631423,-21.233245,0.935512,30.325638
Neptune,planet,07/06/1963,-21.368147,-21.497237,0.934895,30.324956
Neptune,planet,11/03/1963,-21.101781,-21.757948,0.93414,30.324348
Neptune,planet,03/02/1964,-20.832357,-22.015373,0.933245,30.32383
Neptune,planet,06/30/1964,-20.559896,-22.269511,0.932212,30.323414
Neptune,planet,10/28/1964,-20.284428,-22.520323,0.93104,30.323091
Neptune,planet,02/25/1965,-20.005977,-22.767824,0.929728,30.322884
Neptune,planet,06/25/1965,-19.724551,-23.011973,0.928278,30.322773
Neptune,planet,10/23/1965,-19.440164,-23.252745,0.926686,30.322745
Neptune,planet,02/20/1966,-19.152853,-23.490111,0.924956,30.322807
Neptune,planet,06/20/1966,-18.862602,-23.724041,0.923084,30.322928
Neptune,planet,10/18/1966,-18.569456,-23.954479,0.921071,30.323095
Neptune,planet,02/15/1967,-18.273425,-24.181391,0.918918,30.323293
Neptune,planet,06/15/1967,-17.974533,-24.404737,0.916623,30.323509
Neptune,planet,10/13/1967,-17.672803,-24.624443,0.914187,30.323702
Neptune,planet,02/10/1968,-17.368284,-24.840481,0.911609,30.323882
Neptune,planet,06/09/1968,-17.060991,-25.052791,0.908891,30.324014
Neptune,planet,10/07/1968,-16.750968,-25.261317,0.906031,30.324082
Neptune,planet,02/04/1969,-16.43827,-25.466005,0.903029,30.324076
Neptune,planet,06/04/1969,-16.122924,-25.66682,0.899888,30.323985
Neptune,planet,10/02/1969,-15.804986,-25.863681,0.896605,30.323777
Neptune,planet,01/30/1970,-15.484517,-26.056559,0.893184,30.323462
Neptune,planet,05/30/1970,-15.161564,-26.245402,0.889623,30.323021
Neptune,planet,09/27/1970,-14.836179,-26.430156,0.885924,30.322438
Neptune,planet,01/25/1971,-14.508447,-26.610776,0.882088,30.321717
Neptune,planet,05/25/1971,-14.178406,-26.787232,0.878113,30.320852
Neptune,planet,09/22/1971,-13.846138,-26.959464,0.874004,30.319831
Neptune,planet,01/20/1972,-13.511714,-27.127444,0.869759,30.318659
Neptune,planet,05/19/1972,-13.175207,-27.29115,0.865381,30.317352
Neptune,planet,09/16/1972,-12.836677,-27.450531,0.860869,30.315888
Neptune,planet,01/14/1973,-12.496225,-27.605581,0.856226,30.314302
Neptune,planet,05/14/1973,-12.153907,-27.756274,0.851454,30.312592
Neptune,planet,09/11/1973,-11.809805,-27.902598,0.846551,30.310775
Neptune,planet,01/09/1974,-11.464005,-28.044534,0.841523,30.308867
Neptune,planet,05/09/1974,-11.116568,-28.182104,0.836367,30.306906
Neptune,planet,09/06/1974,-10.767565,-28.315283,0.831086,30.304891
Neptune,planet,01/04/1975,-10.417067,-28.444092,0.825681,30.302861
Neptune,planet,05/04/1975,-10.065134,-28.568542,0.820153,30.300844
Neptune,planet,09/01/1975,-9.711805,-28.688636,0.814504,30.298851
Neptune,planet,12/30/1975,-9.357153,-28.804384,0.808732,30.296913
Neptune,planet,04/28/1976,-9.001198,-28.915812,0.802841,30.295054
Neptune,planet,08/26/1976,-8.643981,-29.022913,0.79683,30.29328
Neptune,planet,12/24/1976,-8.285537,-29.125688,0.790698,30.2916
Neptune,planet,04/23/1977,-7.925899,-29.224153,0.784449,30.290037
Neptune,planet,08/21/1977,-7.565075,-29.318283,0.778079,30.28857
Neptune,planet,12/19/1977,-7.203116,-29.408076,0.771593,30.287211
Neptune,planet,04/18/1978,-6.840034,-29.493518,0.764986,30.285952
Neptune,planet,08/16/1978,-6.475855,-29.574591,0.758263,30.284783
Neptune,planet,12/14/1978,-6.110621,-29.651252,0.751422,30.283677
Neptune,planet,04/13/1979,-5.744361,-29.723506,0.744464,30.282647
Neptune,planet,08/11/1979,-5.377107,-29.791296,0.73739,30.28165
Neptune,planet,12/09/1979,-5.008908,-29.854604,0.730199,30.280683
Neptune,planet,04/07/1980,-4.639814,-29.913402,0.722894,30.27973
Neptune,planet,08/05/1980,-4.269847,-29.967654,0.715474,30.278768
Neptune,planet,12/03/1980,-3.899091,-30.01732,0.707941,30.277774
Neptune,planet,04/02/1981,-3.527581,-30.062385,0.700296,30.276744
Neptune,planet,07/31/1981,-3.15538,-30.102811,0.692538,30.275654
Neptune,planet,11/28/1981,-2.782551,-30.138558,0.684672,30.274478
Neptune,planet,03/28/1982,-2.409166,-30.169622,0.676696,30.273224
Neptune,planet,07/26/1982,-2.035272,-30.195958,0.668612,30.271856
Neptune,planet,11/23/1982,-1.66096,-30.217547,0.660423,30.270366
Neptune,planet,03/23/1983,-1.2863,-30.23437,0.652128,30.268746
Neptune,planet,07/21/1983,-0.911356,-30.246415,0.643732,30.266988
Neptune,planet,11/18/1983,-0.53622,-30.253647,0.635233,30.265066
Neptune,planet,03/17/1984,-0.160971,-30.256082,0.626636,30.262999
Neptune,planet,07/15/1984,0.214319,-30.253695,0.61794,30.260764
Neptune,planet,11/12/1984,0.589559,-30.246488,0.609148,30.258365
Neptune,planet,03/12/1985,0.964655,-30.234467,0.600263,30.255807
Neptune,planet,07/10/1985,1.339546,-30.217647,0.591286,30.253102
Neptune,planet,11/07/1985,1.714128,-30.196026,0.582219,30.250243
Neptune,planet,03/07/1986,2.08833,-30.169643,0.573064,30.247263
Neptune,planet,07/05/1986,2.462074,-30.138521,0.563823,30.244175
Neptune,planet,11/02/1986,2.835295,-30.102672,0.554498,30.240986
Neptune,planet,03/02/1987,3.207904,-30.062155,0.54509,30.23774
Neptune,planet,06/30/1987,3.57987,-30.016992,0.535602,30.234453
Neptune,planet,10/28/1987,3.951122,-29.967222,0.526034,30.23115
Neptune,planet,02/25/1988,4.321609,-29.912878,0.516389,30.227855
Neptune,planet,06/24/1988,4.691308,-29.854008,0.506666,30.224607
Neptune,planet,10/22/1988,5.060167,-29.790614,0.496868,30.221397
Neptune,planet,02/19/1989,5.428154,-29.722749,0.486995,30.21827
Neptune,planet,06/19/1989,5.795245,-29.650422,0.477049,30.215228
Neptune,planet,10/17/1989,6.161414,-29.573645,0.46703,30.212276
Neptune,planet,02/14/1990,6.526613,-29.492434,0.456939,30.209421
Neptune,planet,06/14/1990,6.890837,-29.406801,0.446778,30.206674
Neptune,planet,10/12/1990,7.254036,-29.316732,0.436546,30.204013
Neptune,planet,02/09/1991,7.616176,-29.222242,0.426246,30.201444
Neptune,planet,06/09/1991,7.977223,-29.123331,0.415879,30.198964
Neptune,planet,10/07/1991,8.337142,-29.019979,0.405443,30.196548
Neptune,planet,02/04/1992,8.695869,-28.912197,0.394945,30.194193
Neptune,planet,06/03/1992,9.053379,-28.799976,0.384381,30.191887
Neptune,planet,10/01/1992,9.409609,-28.683307,0.373755,30.18961
Neptune,planet,01/29/1993,9.764501,-28.562183,0.363069,30.187341
Neptune,planet,05/29/1993,10.118008,-28.436621,0.352322,30.18509
Neptune,planet,09/26/1993,10.47007,-28.306588,0.34152,30.182809
